id_poliza,fecha_emision,id_cliente,id_corredor,id_aseguradora,id_tipo_seguro,prima,comision,monto_asegurado,motivo_rechazo
391,,2575,43,15,11,,59.01,,"fecha_invalida,prima_invalida,monto_invalido"
392,,1062,38,15,3,,79.4,,"fecha_invalida,prima_invalida,monto_invalido"
393,,1157,7,1,7,66.98,10.96,,"fecha_invalida,monto_invalido"
394,,1895,76,4,9,735.69,132.66,,"fecha_invalida,monto_invalido"
395,,1038,46,12,4,1225.95,71.97,191272.59,fecha_invalida
396,,588,51,3,6,1353.44,309.33,,"fecha_invalida,monto_invalido"
397,,2761,77,9,9,,,,"fecha_invalida,prima_invalida,monto_invalido"
398,,1255,78,12,12,1796.91,345.46,,"fecha_invalida,monto_invalido"
399,,2988,14,9,4,308.81,24.4,44128.8,fecha_invalida
400,,1674,35,12,1,,,42133.22,"fecha_invalida,prima_invalida"
401,,1435,1,3,12,,,,"fecha_invalida,prima_invalida,monto_invalido"
402,,1721,63,8,5,405.99,71.04,,"fecha_invalida,monto_invalido"
403,,1714,75,3,2,,,45428.93,"fecha_invalida,prima_invalida"
404,,1407,28,14,8,,42.22,19368.57,"fecha_invalida,prima_invalida"
405,,2328,47,1,8,,275.94,,"fecha_invalida,prima_invalida,monto_invalido"
406,2025-09-22,1393,7,15,3,1384.51,194.9,,monto_invalido
407,,618,23,1,9,,,,"fecha_invalida,prima_invalida,monto_invalido"
408,,1694,5,3,4,458.92,97.55,,"fecha_invalida,monto_invalido"
409,,686,26,1,9,-1075.26,65.95,105494.6,fecha_invalida
410,,1818,66,11,9,,,,"fecha_invalida,prima_invalida,monto_invalido"
411,,177,38,10,8,393.15,,,"fecha_invalida,monto_invalido"
412,,2826,18,1,5,,373.29,219135.53,"fecha_invalida,prima_invalida"
413,,1069,25,15,5,1229.31,110.93,151597.25,fecha_invalida
415,,2645,56,8,11,344.91,46.82,65854.06,fecha_invalida
416,,297,21,5,10,464.88,101.67,45376.39,fecha_invalida
417,2025-10-07,60,35,8,1,620.81,90.95,,monto_invalido
418,,206,29,11,12,360.12,86.63,,"fecha_invalida,monto_invalido"
419,,111,71,13,6,942.78,142.54,116621.23,fecha_invalida
420,,2211,1,15,6,,390.08,,"fecha_invalida,prima_invalida,monto_invalido"
421,,1662,44,11,4,293.77,44.98,28807.95,fecha_invalida
422,2025-08-07,181,4,8,5,1880.35,131.37,,monto_invalido
423,,807,50,9,8,210.77,41.24,35549.86,fecha_invalida
424,,1234,1,12,6,547.19,68.36,60347.81,fecha_invalida
425,,1481,30,11,2,538.85,105.16,,"fecha_invalida,monto_invalido"
426,,897,74,14,10,,259.69,287389.71,"fecha_invalida,prima_invalida"
427,,2943,35,9,5,1849.84,222.39,187959.06,fecha_invalida
428,,1293,54,9,10,1683.76,278.4,304002.46,fecha_invalida
429,2026-01-04,1774,50,7,5,987.28,127.17,,monto_invalido
430,,758,10,8,6,170.94,28.14,,"fecha_invalida,monto_invalido"
432,,1557,62,3,5,,207.9,,"fecha_invalida,prima_invalida,monto_invalido"
433,,82,11,2,2,,244.46,,"fecha_invalida,prima_invalida,monto_invalido"
434,,2333,51,2,6,,17.35,,"fecha_invalida,prima_invalida,monto_invalido"
435,2025-12-31,365,31,6,6,,,,"prima_invalida,monto_invalido"
436,,1901,69,15,3,687.69,128.26,125649.5,fecha_invalida
437,,1256,61,7,12,1900.51,,,"fecha_invalida,monto_invalido"
438,2025-08-11,1972,73,12,10,-1778.57,,,monto_invalido
439,,770,70,11,8,359.75,83.83,,"fecha_invalida,monto_invalido"
440,,1109,54,12,3,,23.62,,"fecha_invalida,prima_invalida,monto_invalido"
441,2026-01-10,539,50,3,6,0.0,81.86,,monto_invalido
442,,3881,19,15,5,,,,"fecha_invalida,prima_invalida,monto_invalido"
443,2025-10-17,2491,60,1,3,566.75,28.78,,monto_invalido
444,,2825,31,15,3,1525.16,225.41,203346.47,fecha_invalida
445,2025-04-26,1383,42,5,9,,,,"prima_invalida,monto_invalido"
446,,1091,23,8,12,,11.62,,"fecha_invalida,prima_invalida,monto_invalido"
447,,2535,70,10,11,,267.96,,"fecha_invalida,prima_invalida,monto_invalido"
448,,459,77,2,3,,235.49,125583.09,"fecha_invalida,prima_invalida"
449,,2759,98,3,1,1674.8,320.29,,"fecha_invalida,monto_invalido"
450,,1094,38,5,4,1656.24,330.83,,"fecha_invalida,monto_invalido"
451,,1809,51,12,9,516.0,42.02,,"fecha_invalida,monto_invalido"
452,,2214,48,4,1,77.82,13.04,,"fecha_invalida,monto_invalido"
453,,1649,48,9,7,285.16,23.71,,"fecha_invalida,monto_invalido"
454,,1449,53,14,9,605.84,129.93,,"fecha_invalida,monto_invalido"
455,,2987,64,7,10,,166.31,,"fecha_invalida,prima_invalida,monto_invalido"
456,,747,73,14,7,,227.71,200312.11,"fecha_invalida,prima_invalida"
457,,2597,48,14,12,436.02,77.71,,"fecha_invalida,monto_invalido"
458,,2233,10,4,8,,59.29,,"fecha_invalida,prima_invalida,monto_invalido"
459,2025-07-09,135,12,12,11,,320.2,,"prima_invalida,monto_invalido"
460,,1917,69,15,4,,242.06,207368.93,"fecha_invalida,prima_invalida"
461,2025-08-09,1607,49,10,5,,131.33,260544.91,prima_invalida
462,,1340,43,10,3,701.69,123.95,,"fecha_invalida,monto_invalido"
463,,1004,39,12,7,,395.39,238392.21,"fecha_invalida,prima_invalida"
464,,1630,14,1,6,,59.17,,"fecha_invalida,prima_invalida,monto_invalido"
465,2025-09-25,1929,79,3,5,,332.26,,"prima_invalida,monto_invalido"
466,,2898,42,7,2,,54.71,14166.74,"fecha_invalida,prima_invalida"
467,2025-10-24,781,35,8,7,,251.38,,"prima_invalida,monto_invalido"
468,,114,10,7,4,-236.81,48.04,,"fecha_invalida,monto_invalido"
469,,273,38,13,1,1207.61,103.23,,"fecha_invalida,monto_invalido"
470,,3857,93,2,11,1557.9,229.31,,"fecha_invalida,monto_invalido"
471,,714,38,14,5,1082.72,109.83,64280.36,fecha_invalida
472,,473,15,8,11,0.0,31.72,,"fecha_invalida,monto_invalido"
473,,2945,67,1,9,1869.53,169.04,,"fecha_invalida,monto_invalido"
474,,729,34,12,2,,86.74,,"fecha_invalida,prima_invalida,monto_invalido"
475,,405,56,8,10,725.33,78.35,,"fecha_invalida,monto_invalido"
476,,1774,60,13,12,-1097.18,216.55,,"fecha_invalida,monto_invalido"
477,,65,22,3,1,,137.09,133624.56,"fecha_invalida,prima_invalida"
478,,2138,36,13,2,168.26,215.65,,"fecha_invalida,monto_invalido"
479,,2034,65,5,7,931.56,138.27,,"fecha_invalida,monto_invalido"
480,,1343,1,2,8,1810.4,,,"fecha_invalida,monto_invalido"
481,,1479,14,2,3,173.26,15.36,,"fecha_invalida,monto_invalido"
482,,170,52,6,2,178.98,,26558.18,fecha_invalida
483,2025-10-18,1785,66,9,7,1906.65,335.86,,monto_invalido
484,,2805,11,4,9,1966.19,303.27,243726.68,fecha_invalida
485,,1799,54,15,2,1189.72,139.99,,"fecha_invalida,monto_invalido"
486,,1980,60,13,1,-301.43,24.27,,"fecha_invalida,monto_invalido"
489,,1736,26,12,10,1609.82,179.76,,"fecha_invalida,monto_invalido"
490,,983,78,2,9,,197.15,,"fecha_invalida,prima_invalida,monto_invalido"
491,,1600,21,1,2,851.47,75.68,,"fecha_invalida,monto_invalido"
492,,868,52,3,9,,98.08,,"fecha_invalida,prima_invalida,monto_invalido"
493,,604,11,2,2,,99.01,,"fecha_invalida,prima_invalida,monto_invalido"
494,,1230,49,4,9,263.84,32.56,,"fecha_invalida,monto_invalido"
495,,2403,77,15,9,,167.88,,"fecha_invalida,prima_invalida,monto_invalido"
496,,251,60,6,2,559.13,137.72,76692.82,fecha_invalida
497,,703,34,6,12,,28.27,,"fecha_invalida,prima_invalida,monto_invalido"
499,,2487,14,15,3,,336.33,182343.65,"fecha_invalida,prima_invalida"
500,,2382,2,2,2,1805.76,205.29,,"fecha_invalida,monto_invalido"
501,,1703,66,4,11,310.65,73.03,,"fecha_invalida,monto_invalido"
502,,1560,80,10,11,,213.23,269343.52,"fecha_invalida,prima_invalida"
503,,2629,61,4,8,,,44153.87,"fecha_invalida,prima_invalida"
504,,2703,61,12,7,,,,"fecha_invalida,prima_invalida,monto_invalido"
505,,1817,56,1,8,658.17,,,"fecha_invalida,monto_invalido"
506,,1777,4,14,3,,220.79,145253.08,"fecha_invalida,prima_invalida"
507,,71,63,6,2,1604.54,,,"fecha_invalida,monto_invalido"
508,,1415,75,5,1,1028.33,253.52,,"fecha_invalida,monto_invalido"
509,,1832,54,15,11,,380.05,145000.82,"fecha_invalida,prima_invalida"
510,,699,43,14,12,,121.5,,"fecha_invalida,prima_invalida,monto_invalido"
511,2025-03-31,2545,36,10,11,,380.95,121142.67,prima_invalida
512,,2723,67,6,5,,6.23,15008.2,"fecha_invalida,prima_invalida"
513,,907,70,6,2,,129.1,270769.71,"fecha_invalida,prima_invalida"
516,,1576,7,4,4,1971.56,389.57,279818.51,fecha_invalida
517,,741,3,11,10,1840.16,124.09,192886.75,fecha_invalida
518,,1875,60,8,4,,,,"fecha_invalida,prima_invalida,monto_invalido"
519,,1468,15,2,1,322.43,56.38,39773.58,fecha_invalida
520,,1496,9,5,11,1064.04,124.78,171718.88,fecha_invalida
521,,2939,14,6,11,1998.2,398.18,,"fecha_invalida,monto_invalido"
522,,1045,18,8,12,,402.61,179266.06,"fecha_invalida,prima_invalida"
523,,938,47,9,10,,,,"fecha_invalida,prima_invalida,monto_invalido"
524,,1574,43,10,10,181.08,34.65,,"fecha_invalida,monto_invalido"
525,,25,4,5,2,,162.8,343418.5,"fecha_invalida,prima_invalida"
526,2026-02-08,284,65,10,8,,260.86,126568.35,prima_invalida
527,,2629,44,15,1,1498.66,346.97,,"fecha_invalida,monto_invalido"
528,,2872,55,1,11,533.97,70.87,,"fecha_invalida,monto_invalido"
529,,1326,23,8,6,,52.59,,"fecha_invalida,prima_invalida,monto_invalido"
530,,214,55,15,7,1066.08,161.64,,"fecha_invalida,monto_invalido"
531,,177,73,4,7,1871.73,183.05,,"fecha_invalida,monto_invalido"
532,,1369,54,4,3,306.81,,,"fecha_invalida,monto_invalido"
533,,2867,50,10,8,,175.16,,"fecha_invalida,prima_invalida,monto_invalido"
534,,2027,7,5,12,449.49,73.78,76206.56,fecha_invalida
535,,1978,37,7,10,,373.45,73333.3,"fecha_invalida,prima_invalida"
536,,1487,45,4,7,0.0,12.18,3007.05,fecha_invalida
537,,2996,38,3,10,1065.63,,,"fecha_invalida,monto_invalido"
538,,2146,23,12,8,643.98,121.68,,"fecha_invalida,monto_invalido"
539,,620,2,4,9,56.45,,,"fecha_invalida,monto_invalido"
540,,2723,9,12,2,233.08,55.01,25744.38,fecha_invalida
541,,1607,79,5,8,391.61,,,"fecha_invalida,monto_invalido"
542,,2720,77,5,1,,247.88,99356.05,"fecha_invalida,prima_invalida"
543,,1352,54,8,2,1184.99,140.37,,"fecha_invalida,monto_invalido"
544,,1631,43,3,5,,,,"fecha_invalida,prima_invalida,monto_invalido"
545,,2921,10,6,2,589.25,84.48,,"fecha_invalida,monto_invalido"
546,,683,18,12,7,,,,"fecha_invalida,prima_invalida,monto_invalido"
547,,2749,33,12,6,943.14,204.41,186378.98,fecha_invalida
548,,140,75,14,2,,238.1,211004.23,"fecha_invalida,prima_invalida"
549,2025-03-01,2373,37,2,3,1292.38,72.55,,monto_invalido
550,,2740,18,1,4,1856.51,357.18,221118.7,fecha_invalida
551,,1815,21,1,4,,124.2,,"fecha_invalida,prima_invalida,monto_invalido"
552,,2701,42,8,5,1686.04,369.75,,"fecha_invalida,monto_invalido"
553,,2446,1,10,12,,207.12,,"fecha_invalida,prima_invalida,monto_invalido"
554,,659,43,4,2,316.37,,,"fecha_invalida,monto_invalido"
555,,58,12,13,5,802.91,173.75,,"fecha_invalida,monto_invalido"
556,2025-09-23,2075,41,5,7,910.0,,,monto_invalido
557,2025-02-23,863,14,10,9,670.02,110.59,,monto_invalido
558,,278,14,2,10,,118.69,,"fecha_invalida,prima_invalida,monto_invalido"
559,,2560,76,1,12,1382.32,279.32,,"fecha_invalida,monto_invalido"
560,2026-01-08,2145,74,6,2,0.0,369.91,,monto_invalido
561,,2867,25,1,9,244.84,21.87,15421.81,fecha_invalida
562,,1565,32,9,3,1761.04,254.27,,"fecha_invalida,monto_invalido"
563,,1398,57,14,8,841.68,118.23,27662.38,fecha_invalida
564,,2174,57,6,8,576.14,,76260.33,fecha_invalida
565,,2636,22,5,10,970.69,228.85,,"fecha_invalida,monto_invalido"
566,2025-02-18,2845,40,6,4,932.58,189.41,,monto_invalido
567,,1718,78,10,1,,,122545.12,"fecha_invalida,prima_invalida"
568,2025-06-13,1884,55,5,12,,,,"prima_invalida,monto_invalido"
569,,2388,29,5,7,681.04,42.3,,"fecha_invalida,monto_invalido"
570,,2214,74,3,4,636.27,,,"fecha_invalida,monto_invalido"
571,,788,69,9,1,,149.93,,"fecha_invalida,prima_invalida,monto_invalido"
572,,2819,66,15,11,786.78,186.55,,"fecha_invalida,monto_invalido"
573,,2280,45,11,5,,194.57,,"fecha_invalida,prima_invalida,monto_invalido"
574,2025-02-16,2920,23,15,12,484.69,73.71,,monto_invalido
575,,1400,48,5,2,,292.44,130970.86,"fecha_invalida,prima_invalida"
576,,3728,26,15,3,,140.98,56238.72,"fecha_invalida,prima_invalida"
577,2025-08-07,2064,75,12,7,,90.78,,"prima_invalida,monto_invalido"
578,,862,39,8,7,148.55,,,"fecha_invalida,monto_invalido"
579,,1913,28,7,4,,18.29,,"fecha_invalida,prima_invalida,monto_invalido"
580,,1660,40,10,1,,223.72,169828.64,"fecha_invalida,prima_invalida"
581,,390,8,12,12,240.95,31.9,,"fecha_invalida,monto_invalido"
582,,11,69,11,6,,,162305.06,"fecha_invalida,prima_invalida"
583,,3553,54,12,1,,,,"fecha_invalida,prima_invalida,monto_invalido"
584,,1556,18,15,5,591.04,143.55,56121.83,fecha_invalida
585,,230,23,15,11,583.92,133.94,93049.78,fecha_invalida
586,,703,79,9,6,96.76,,,"fecha_invalida,monto_invalido"
587,2025-04-24,2692,26,13,2,,67.72,,"prima_invalida,monto_invalido"
588,,24,24,9,11,1805.91,,291663.33,fecha_invalida
589,2025-03-22,1709,78,7,3,701.62,41.46,,monto_invalido
590,,222,32,14,12,,,,"fecha_invalida,prima_invalida,monto_invalido"
591,,2782,30,8,11,816.32,82.76,103919.46,fecha_invalida
592,,1683,33,14,2,610.59,,39225.86,fecha_invalida
593,,2395,4,14,6,,21.01,,"fecha_invalida,prima_invalida,monto_invalido"
594,,294,61,2,8,,415.66,40996.09,"fecha_invalida,prima_invalida"
595,,853,62,5,5,,159.5,,"fecha_invalida,prima_invalida,monto_invalido"
596,2025-01-04,2287,14,9,1,426.27,65.37,,monto_invalido
597,,2380,32,13,6,278.09,,,"fecha_invalida,monto_invalido"
598,,2730,13,7,4,830.75,128.47,,"fecha_invalida,monto_invalido"
599,2025-04-28,2512,29,1,4,,387.89,,"prima_invalida,monto_invalido"
600,,2290,60,15,4,616.05,137.39,,"fecha_invalida,monto_invalido"
601,,2680,58,14,8,122.03,,23368.45,fecha_invalida
602,2025-04-30,2497,50,2,1,1343.48,274.96,,monto_invalido
603,,1202,15,12,11,1018.98,,,"fecha_invalida,monto_invalido"
604,,1860,9,11,12,877.47,205.89,,"fecha_invalida,monto_invalido"
605,2025-10-03,1360,57,9,12,868.18,,,monto_invalido
606,2025-09-09,2303,80,11,9,,242.2,,"prima_invalida,monto_invalido"
607,,2295,43,15,6,,82.25,13281.29,"fecha_invalida,prima_invalida"
608,,505,113,13,10,1677.49,169.52,247928.91,fecha_invalida
609,,611,31,13,2,149.29,,,"fecha_invalida,monto_invalido"
611,,2585,42,5,8,1478.89,182.27,,"fecha_invalida,monto_invalido"
612,,2405,19,6,11,1442.2,88.02,,"fecha_invalida,monto_invalido"
613,,83,33,1,3,732.88,176.49,22423.95,fecha_invalida
614,,3,57,2,3,,292.06,260328.94,"fecha_invalida,prima_invalida"
615,,2333,78,15,1,,128.13,164935.64,"fecha_invalida,prima_invalida"
616,,1425,40,4,2,822.72,203.05,,"fecha_invalida,monto_invalido"
617,,1915,66,3,11,137.37,12.48,,"fecha_invalida,monto_invalido"
618,,121,80,14,8,491.55,109.63,23521.26,fecha_invalida
620,,2727,2,6,9,,,,"fecha_invalida,prima_invalida,monto_invalido"
621,,1361,48,3,7,,19.56,,"fecha_invalida,prima_invalida,monto_invalido"
622,,2019,35,5,2,297.08,,,"fecha_invalida,monto_invalido"
623,,1010,41,7,1,118.23,21.24,,"fecha_invalida,monto_invalido"
624,,2134,33,10,6,474.87,,24255.64,fecha_invalida
625,,654,15,4,5,862.91,58.54,,"fecha_invalida,monto_invalido"
626,,2766,34,15,8,126.3,,,"fecha_invalida,monto_invalido"
627,,2276,77,15,11,539.59,75.27,,"fecha_invalida,monto_invalido"
628,2025-09-07,2464,32,1,12,77.7,,,monto_invalido
629,,789,28,5,12,,,43854.63,"fecha_invalida,prima_invalida"
630,,2423,76,1,11,409.54,29.13,,"fecha_invalida,monto_invalido"
631,,1836,55,13,5,331.16,24.16,,"fecha_invalida,monto_invalido"
632,,1080,75,15,12,1462.54,248.29,252291.54,fecha_invalida
633,,1450,64,12,2,,196.08,,"fecha_invalida,prima_invalida,monto_invalido"
634,,2054,73,11,7,616.87,43.23,,"fecha_invalida,monto_invalido"
635,2025-04-26,95,61,3,5,,440.47,214083.88,prima_invalida
636,,1314,70,7,2,,54.39,,"fecha_invalida,prima_invalida,monto_invalido"
639,,135,21,15,3,,96.03,,"fecha_invalida,prima_invalida,monto_invalido"
640,,1863,29,13,6,,142.5,,"fecha_invalida,prima_invalida,monto_invalido"
641,,1749,60,14,10,1292.44,294.27,124029.24,fecha_invalida
642,2025-06-01,7,71,4,9,538.13,623.94,,monto_invalido
643,,1158,19,3,6,462.9,44.07,,"fecha_invalida,monto_invalido"
644,,1827,44,1,3,1990.49,361.62,226537.35,fecha_invalida
645,,2176,30,10,7,1437.43,225.46,,"fecha_invalida,monto_invalido"
646,2025-05-07,1510,65,13,10,656.59,131.69,,monto_invalido
647,,2618,7,3,6,655.45,,62624.03,fecha_invalida
648,,2333,67,13,7,,62.41,87142.15,"fecha_invalida,prima_invalida"
649,,2295,43,12,8,387.19,93.15,,"fecha_invalida,monto_invalido"
650,,2390,49,15,6,619.52,149.92,117620.78,fecha_invalida
651,,2942,16,1,1,239.96,,26594.71,fecha_invalida
652,,2387,112,10,12,,57.46,,"fecha_invalida,prima_invalida,monto_invalido"
653,,642,23,8,11,,195.98,,"fecha_invalida,prima_invalida,monto_invalido"
654,,1871,16,10,8,352.81,41.06,18489.87,fecha_invalida
655,,1983,64,8,4,538.85,104.77,,"fecha_invalida,monto_invalido"
656,,2651,76,8,10,229.69,,42318.79,fecha_invalida
657,,1083,51,7,12,1959.73,334.82,,"fecha_invalida,monto_invalido"
658,,944,48,7,7,,217.42,,"fecha_invalida,prima_invalida,monto_invalido"
659,,2180,58,12,12,,263.96,,"fecha_invalida,prima_invalida,monto_invalido"
660,,1890,50,5,12,859.64,159.62,162584.35,fecha_invalida
661,,2348,51,3,8,700.8,132.88,,"fecha_invalida,monto_invalido"
662,,253,51,4,7,332.93,,54153.59,fecha_invalida
663,,2679,47,13,4,1753.61,328.92,,"fecha_invalida,monto_invalido"
664,,2229,51,8,8,,60.01,,"fecha_invalida,prima_invalida,monto_invalido"
665,,1334,38,12,9,407.01,87.27,,"fecha_invalida,monto_invalido"
666,2025-04-10,1930,34,7,1,355.38,,,monto_invalido
667,,2562,48,2,12,,251.44,,"fecha_invalida,prima_invalida,monto_invalido"
668,,2830,70,6,9,,,,"fecha_invalida,prima_invalida,monto_invalido"
669,,2225,57,9,10,1020.81,,,"fecha_invalida,monto_invalido"
670,2026-01-13,2044,120,7,5,,156.21,,"prima_invalida,monto_invalido"
672,2025-10-15,2629,72,15,11,1656.21,243.95,,monto_invalido
673,,2597,38,7,6,,49.02,38687.42,"fecha_invalida,prima_invalida"
674,,2057,15,10,2,722.61,62.33,,"fecha_invalida,monto_invalido"
675,2025-01-05,1309,1,5,8,304.6,40.62,,monto_invalido
676,,1547,3,10,9,1514.6,359.2,,"fecha_invalida,monto_invalido"
677,,1808,68,9,6,1071.75,,,"fecha_invalida,monto_invalido"
678,,1082,77,15,7,175.81,24.09,,"fecha_invalida,monto_invalido"
679,2025-04-24,2080,36,9,8,916.53,116.12,,monto_invalido
680,,2428,69,14,4,297.32,26.01,,"fecha_invalida,monto_invalido"
681,,1320,71,6,5,113.21,22.17,,"fecha_invalida,monto_invalido"
682,,960,32,15,1,,,,"fecha_invalida,prima_invalida,monto_invalido"
683,2025-10-20,1622,21,9,3,,109.08,,"prima_invalida,monto_invalido"
684,2025-08-27,1741,32,1,10,1867.34,,,monto_invalido
685,,46,8,11,11,620.06,154.51,86260.73,fecha_invalida
686,,3818,24,12,3,839.28,66.76,94857.83,fecha_invalida
687,2025-02-04,1880,57,6,4,,259.22,,"prima_invalida,monto_invalido"
688,,1246,1,8,6,1438.09,,,"fecha_invalida,monto_invalido"
689,2025-01-18,1858,4,6,2,,,150198.88,prima_invalida
690,,1981,67,15,6,487.57,79.88,81209.64,fecha_invalida
691,2025-09-03,989,1,14,7,,227.37,,"prima_invalida,monto_invalido"
692,,1815,21,4,9,819.6,96.05,,"fecha_invalida,monto_invalido"
693,2025-02-21,13,41,12,11,,,246608.56,prima_invalida
694,,2574,70,15,6,,252.51,,"fecha_invalida,prima_invalida,monto_invalido"
695,,68,37,2,6,165.57,23.74,31623.31,fecha_invalida
696,,2602,47,11,7,0.0,,265041.16,fecha_invalida
697,,2269,76,3,3,,69.43,225420.02,"fecha_invalida,prima_invalida"
699,,2989,29,4,6,176.01,35.67,,"fecha_invalida,monto_invalido"
700,2026-01-30,167,5,5,6,0.0,107.12,,monto_invalido
701,2025-06-11,428,39,1,11,,84.26,115735.43,prima_invalida
702,,2298,14,4,1,498.15,87.35,36330.25,fecha_invalida
703,,629,48,8,4,,59.78,,"fecha_invalida,prima_invalida,monto_invalido"
704,,1148,47,1,9,166.86,27.17,18523.15,fecha_invalida
705,,1138,23,7,2,566.86,131.31,,"fecha_invalida,monto_invalido"
707,,183,33,10,9,995.96,135.17,,"fecha_invalida,monto_invalido"
708,,2745,54,1,12,1613.21,171.43,,"fecha_invalida,monto_invalido"
709,,1157,20,6,6,715.9,48.15,39762.71,fecha_invalida
710,,2358,46,5,3,,,278081.15,"fecha_invalida,prima_invalida"
711,,641,61,2,3,813.02,74.07,21034.0,fecha_invalida
712,,1849,32,4,3,,,,"fecha_invalida,prima_invalida,monto_invalido"
713,,1577,69,8,11,1427.45,286.22,,"fecha_invalida,monto_invalido"
714,,2028,21,14,12,1513.02,197.69,,"fecha_invalida,monto_invalido"
715,,765,5,4,2,823.82,,,"fecha_invalida,monto_invalido"
716,,818,14,11,6,,,287682.28,"fecha_invalida,prima_invalida"
717,,910,65,9,12,,,,"fecha_invalida,prima_invalida,monto_invalido"
718,,3715,34,13,2,,286.7,,"fecha_invalida,prima_invalida,monto_invalido"
719,,156,19,7,11,390.45,,,"fecha_invalida,monto_invalido"
721,,2905,79,15,9,175.38,,22820.73,fecha_invalida
722,,381,51,9,11,1869.07,135.96,,"fecha_invalida,monto_invalido"
723,,74,25,10,1,1225.41,295.09,,"fecha_invalida,monto_invalido"
724,,1166,64,5,9,,,,"fecha_invalida,prima_invalida,monto_invalido"
725,,626,77,13,4,,63.88,54483.6,"fecha_invalida,prima_invalida"
727,,3672,53,10,9,522.25,114.09,44237.52,fecha_invalida
728,2026-01-18,1904,5,10,10,,13.65,,"prima_invalida,monto_invalido"
729,,969,15,13,6,,226.44,,"fecha_invalida,prima_invalida,monto_invalido"
730,,1781,22,3,7,156.39,25.56,5302.74,fecha_invalida
731,,1200,7,15,9,,168.12,,"fecha_invalida,prima_invalida,monto_invalido"
732,,452,78,11,11,,,38790.36,"fecha_invalida,prima_invalida"
734,,1626,54,6,12,,73.3,109112.3,"fecha_invalida,prima_invalida"
735,,2042,44,4,3,300.58,44.85,,"fecha_invalida,monto_invalido"
736,,1903,67,10,12,,428.64,231848.32,"fecha_invalida,prima_invalida"
737,,1058,21,12,5,276.22,29.98,45596.72,fecha_invalida
738,,1081,12,10,1,,180.12,107432.37,"fecha_invalida,prima_invalida"
739,,2661,12,15,8,836.47,,86215.93,fecha_invalida
740,2025-12-07,2140,12,8,3,107.75,10.65,,monto_invalido
741,,1634,8,12,8,1128.26,272.87,,"fecha_invalida,monto_invalido"
742,,1299,38,11,7,,148.97,346893.42,"fecha_invalida,prima_invalida"
743,,2094,34,7,1,487.42,103.01,,"fecha_invalida,monto_invalido"
744,,2029,37,7,5,683.27,138.19,42398.07,fecha_invalida
745,,2831,28,8,11,253.24,,35801.44,fecha_invalida
746,,1981,69,7,10,,335.69,,"fecha_invalida,prima_invalida,monto_invalido"
747,,1140,37,8,5,,165.16,114736.18,"fecha_invalida,prima_invalida"
748,,1748,65,13,6,354.66,,60506.04,fecha_invalida
749,,339,15,9,6,1261.69,,183418.98,fecha_invalida
750,,628,65,2,9,570.46,111.8,51514.15,fecha_invalida
751,,389,12,10,6,,,,"fecha_invalida,prima_invalida,monto_invalido"
752,2026-01-12,2688,7,7,9,,109.04,,"prima_invalida,monto_invalido"
